pair	class	pdf	printed	scene	canonical_path	canonical_line	scene_path	scene_line	canonical_text	scene_text
246	whitespace-only	29	21	20	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	316	works/tirumbippaar/scenes/scene-20.md	44	பாண்டியன் : நானா தவறு செய்யவில்லை. மானம் மரியாதைக்குக் கட்டுப்பட்டு வாழ்ந்த நான்,இன்று அவமானச் சின்னமாக மாறிவிட்டேன், என் அறிவீனத்தால்,கண்டவர் காரி உமிழ, காணாதவர் கேலி பேச, கண்ணிருந்தும் குருடனாய், காதிருந்தும் செவிடனாய் கள்ளி யொருத்தியைப் பற்றி தீர விசாரிக்காமல் கல்யாண மாப்பிள்ளையாக வேஷங் கட்டிக்கொண்டு ஓடி வந்தேனே முட்டாள். நானா தவறு செய்யவில்லை.	பாண்டியன்: நானா தவறு செய்யவில்லை. மானம் மரியாதைக்குக் கட்டுப்பட்டு வாழ்ந்த நான், இன்று அவமானச் சின்னமாக மாறிவிட்டேன், என் அறிவீனத்தால், கண்டவர் காரி உமிழ, காணாதவர் கேலி பேச, கண்ணிருந்தும் குருடனாய், காதிருந்தும் செவிடனாய் கள்ளி யொருத்தியைப் பற்றி தீர விசாரிக்காமல் கல்யாண மாப்பிள்ளையாக வேஷங் கட்டிக்கொண்டு ஓடி வந்தேனே முட்டாள். நானா தவறு செய்யவில்லை.
247	whitespace-only	29	21	20	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	317	works/tirumbippaar/scenes/scene-20.md	46	பூமாலை : சும்மாயிருங்கள். சென்னைக்கு வந்து எங்கள் வீட்டில் கொஞ்சம் ஓய்வு எடுத்துக் கொள்ளலாம்.	பூமாலை: சும்மாயிருங்கள். சென்னைக்கு வந்து எங்கள் வீட்டில் கொஞ்சம் ஓய்வு எடுத்துக் கொள்ளலாம்.
250	other-punctuation	29	21	21	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	325	works/tirumbippaar/scenes/scene-21.md	6	சமையல்காரன்: அம்மா / சின்னம்மா வர்றாங்க!	சமையல்காரன்: அம்மா! சின்னம்மா வர்றாங்க!
253	whitespace-only	29	21	21	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	328	works/tirumbippaar/scenes/scene-21.md	12	பூமாலை: குமுதா!(தழுவிக் கொள்ளல்)	பூமாலை: குமுதா! (தழுவிக் கொள்ளல்)
255	whitespace-only	29	21	21	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	330	works/tirumbippaar/scenes/scene-21.md	16	பூமாலை: சொன்னால் தெரியுமா உனக்கு ?	பூமாலை: சொன்னால் தெரியுமா உனக்கு?
256	quote-dash-glyph	29	21	21	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	331	works/tirumbippaar/scenes/scene-21.md	18	குமுதா: சொல்லாமலே தெரியும். " வாழு, வாழ விடு" மன்னிக்கவும். தங்கள் பெயர் பாண்டியன்தானே!	குமுதா: சொல்லாமலே தெரியும். “வாழு, வாழ விடு” மன்னிக்கவும். தங்கள் பெயர் பாண்டியன்தானே!
257	whitespace-only	29	21	21	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	332	works/tirumbippaar/scenes/scene-21.md	20	பாண்டியன் : ஆமாம்.	பாண்டியன்: ஆமாம்.
259	whitespace-only	30	22	21	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	337	works/tirumbippaar/scenes/scene-21.md	26	குண்டுமணி: ஆக்கும்... சௌந்தர பாண்டியன். ஆளைப்பாரு !...	குண்டுமணி: ஆக்கும்... சௌந்தர பாண்டியன். ஆளைப்பாரு!...
261	whitespace-only	30	22	22	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	343	works/tirumbippaar/scenes/scene-22.md	6	பாமா : எத்தனை நாளைக்கு ஹோட்டலில் தங்கியிருப்பது. சீக்கிரம் ஒரு வீடு பாருங்கள்.	பாமா: எத்தனை நாளைக்கு ஹோட்டலில் தங்கியிருப்பது. சீக்கிரம் ஒரு வீடு பாருங்கள்.
262	whitespace-only	30	22	22	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	344	works/tirumbippaar/scenes/scene-22.md	8	பரந்தாமன் : வீடு பார்ப்பது இருக்கட்டும் ..வா இன்றைக்காவது ஊரைச் சுற்றிப் பார்த்துவிட்டு வரலாம்.	பரந்தாமன்: வீடு பார்ப்பது இருக்கட்டும்.. வா இன்றைக்காவது ஊரைச் சுற்றிப் பார்த்துவிட்டு வரலாம்.
264	whitespace-only	30	22	22	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	346	works/tirumbippaar/scenes/scene-22.md	12	பரந்தாமன் : ஆரம்பிப்போமே. ஏன் அவசரப்படுகிறாய். குடும்பத்துக்கும் சென்னையைச் சுற்றிப் பார்ப்பதற்கும் என்ன சம்பந்தம்?	பரந்தாமன்: ஆரம்பிப்போமே. ஏன் அவசரப்படுகிறாய். குடும்பத்துக்கும் சென்னையைச் சுற்றிப் பார்ப்பதற்கும் என்ன சம்பந்தம்?
266	whitespace-only	30	22	22	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	348	works/tirumbippaar/scenes/scene-22.md	16	பரந்தாமன் : சென்னையில் என்ன இருக்கிறதா? கண்காட்சி சாலையைப்பற்றி கதை கதையாகச் சொல்கிறார்கள். கதிரவனைப் பழிக்குமாம் கலங்கரை விளக்கம். மிருகக் காட்சி சாலையும்,மெரினா கடற்கரையும் பார்க்காத கண்கள் பாபக் கண்களாம். ம்...புறப்படு ! அன்புக்கரசி, அழகு மணி மாளிகையின் அலங்காரத் திருவுருவே. அழித்தெழுதா சித்திரமே. புறப்படு.	பரந்தாமன்: சென்னையில் என்ன இருக்கிறதா? கண்காட்சி சாலையைப்பற்றி கதை கதையாகச் சொல்கிறார்கள். கதிரவனைப் பழிக்குமாம் கலங்கரை விளக்கம். மிருகக் காட்சி சாலையும், மெரினா கடற்கரையும் பார்க்காத கண்கள் பாபக் கண்களாம். ம்...புறப்படு! அன்புக்கரசி, அழகு மணி மாளிகையின் அலங்காரத் திருவுருவே. அழித்தெழுதா சித்திரமே. புறப்படு.
270	whitespace-only	30	22	23	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	354	works/tirumbippaar/scenes/scene-23.md	10	பாமா: புல்லாக மாறிவிடுவேன்....புலி பசித்தாலும் புல்லைத் தின்னாது !	பாமா: புல்லாக மாறிவிடுவேன்....புலி பசித்தாலும் புல்லைத் தின்னாது!
271	whitespace-only	31	23	24	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	359	works/tirumbippaar/scenes/scene-24.md	6	பாமா: நீலக்கடல் நேர்த்தியான காட்சி !	பாமா: நீலக்கடல் நேர்த்தியான காட்சி!
272	whitespace-only	31	23	24	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	360	works/tirumbippaar/scenes/scene-24.md	8	பரந்தாமன் : இந்தக் கடல் திடீரென்று பொங்கிவிட்டால்..	பரந்தாமன்: இந்தக் கடல் திடீரென்று பொங்கிவிட்டால்..
275	whitespace-only	31	23	25	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	367	works/tirumbippaar/scenes/scene-25.md	6	[தமயந்தி தூங்கும்போது நடுராத்திரியில் அவளை ஏமாற்றி விட்டு, வஞ்சித்து விட்டு சேலையில் பாதியை கிழித்துக்கொண்டு நளன் புறப்பட்டு ஓடிப் போனான் ! போனான், போனான், புண்ணியவதியைத் தவிக்கவிட்டுப் போனான். போயே போய்விட்டான்.]	[தமயந்தி தூங்கும்போது நடுராத்திரியில் அவளை ஏமாற்றி விட்டு, வஞ்சித்து விட்டு சேலையில் பாதியை கிழித்துக்கொண்டு நளன் புறப்பட்டு ஓடிப் போனான்! போனான், போனான், புண்ணியவதியைத் தவிக்கவிட்டுப் போனான். போயே போய்விட்டான்.]
279	whitespace-only	31	23	26	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	375	works/tirumbippaar/scenes/scene-26.md	8	[பாமா பைத்தியக்காரி போலானாள். பரிதாபத்திற்குரியவளானாள். ஓடினாள், எங்கேயோ ஓடினாள், ஒரு முடிவு தேடி ஓடினாள். வழவழப்பான தார் ரோடு,வஞ்சிக்கப்பட்ட அவளுக்குப் பாதை காட்ட முடியவில்லை. மாலுமிகளுக்கு வழி காட்டும் தீபஸ்தம்பம் திக்கற்ற அவளுக்கு திசை காட்ட முடியவில்லை. கொந்தளிக்கும் கடல் குமுறி எழும் அவள் உள்ளத்தோடு போட்டிபோட முடியவில்லை. உறுமு-	[பாமா பைத்தியக்காரி போலானாள். பரிதாபத்திற்குரியவளானாள். ஓடினாள், எங்கேயோ ஓடினாள், ஒரு முடிவு தேடி ஓடினாள். வழவழப்பான தார் ரோடு, வஞ்சிக்கப்பட்ட அவளுக்குப் பாதை காட்ட முடியவில்லை. மாலுமிகளுக்கு வழி காட்டும் தீபஸ்தம்பம் திக்கற்ற அவளுக்கு திசை காட்ட முடியவில்லை. கொந்தளிக்கும் கடல் குமுறி எழும் அவள் உள்ளத்தோடு போட்டிபோட முடியவில்லை. உறுமு-
280	whitespace-only	32	24	26	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	379	works/tirumbippaar/scenes/scene-26.md	12	வது புலியல்ல. உலகம் உலகம்! அவள் வெறுத்துவிட்டு வந்த உற்றார் உறவினர் தாய் தந்தையர் வாழும் உலகம் ! அந்த உலகத்தின் முகத்திலே இனி அவள் விழிக்க முடியாது ! விழிக்க முடியாது ! விழிக்கவே முடியாது!]	வது புலியல்ல. உலகம் உலகம்! அவள் வெறுத்துவிட்டு வந்த உற்றார் உறவினர் தாய் தந்தையர் வாழும் உலகம்! அந்த உலகத்தின் முகத்திலே இனி அவள் விழிக்க முடியாது! விழிக்க முடியாது! விழிக்கவே முடியாது!]
282	whitespace-only	32	24	27	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	385	works/tirumbippaar/scenes/scene-27.md	6	குமுதா: குண்டுமணி ! இன்னுமா டீ தயாராகவில்லை?	குமுதா: குண்டுமணி! இன்னுமா டீ தயாராகவில்லை?
283	quote-dash-glyph	32	24	27	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	386	works/tirumbippaar/scenes/scene-27.md	8	(கீழே இறங்கி வருகிறாள் - பூமாலை அங்கு வருகிறாள்)	(கீழே இறங்கி வருகிறாள்—பூமாலை அங்கு வருகிறாள்)
284	whitespace-only	32	24	27	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	387	works/tirumbippaar/scenes/scene-27.md	10	குமுதா: சின்னம்மா ! நீ அவருக்கு டீ அனுப்பச்சொல்லு. நான் போயி கேமராவுக்கு பிலிம் வாங்கிட்டு வர்றேன் ...	குமுதா: சின்னம்மா! நீ அவருக்கு டீ அனுப்பச்சொல்லு. நான் போயி கேமராவுக்கு பிலிம் வாங்கிட்டு வர்றேன்...
286	whitespace-only	32	24	27	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	389	works/tirumbippaar/scenes/scene-27.md	14	பூமாலை: குண்டுமணி இரு  ... நான் கொண்டுபோறேன் டீயை. நீ போய் வேலையைப் பாரு	பூமாலை: குண்டுமணி இரு... நான் கொண்டுபோறேன் டீயை. நீ போய் வேலையைப் பாரு
287	whitespace-only	32	24	27	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	390	works/tirumbippaar/scenes/scene-27.md	16	குண்டுமணி : சரிம்மா ...	குண்டுமணி: சரிம்மா...
289	bracket-parenthesis	32	24	27	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	392	works/tirumbippaar/scenes/scene-27.md	20	குண்டுமணி: (தனக்குள்) பாண்டியனுக்கு உபசாரம் பண்றதுன்னா அம்மா முன்னாடி நிக்கிறாங்களே என்னா விஷயம். ஆங் சேசே ! அம்மா நல்லவங்க... ம் .. யாரு கண்டா. அப்பேர்பட்ட (சந்தேகம்) எப்பேர்பட்ட.. சரிசரி வேலைக்காரனுக்கு என்னா இதெல்லாம்...	குண்டுமணி: (தனக்குள்) பாண்டியனுக்கு உபசாரம் பண்றதுன்னா அம்மா முன்னாடி நிக்கிறாங்களே என்னா விஷயம். ஆங் சேசே! அம்மா நல்லவங்க... ம்... யாரு கண்டா. அப்பேர்பட்ட (சந்தேகம்) எப்பேர்பட்ட.. சரிசரி வேலைக்காரனுக்கு என்னா இதெல்லாம்...
291	quote-dash-glyph	32	24	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	398	works/tirumbippaar/scenes/scene-28.md	8	குமுதா: நில்லுங்க சரியா-ஆங்- கொஞ்சம் சிரிங்க... கொஞ்சம் கொஞ்சம் ...ஸ்டடி பிளீஸ், ரைட் ... தேங்க்ஸ்...	குமுதா: நில்லுங்க சரியா—ஆங்—கொஞ்சம் சிரிங்க... கொஞ்சம் கொஞ்சம்... ஸ்டடி பிளீஸ், ரைட்... தேங்க்ஸ்...
295	whitespace-only	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	405	works/tirumbippaar/scenes/scene-28.md	18	பாண்டியன் : படம் பிடிக்கிறேங்கிறேன்.	பாண்டியன்: படம் பிடிக்கிறேங்கிறேன்.
296	bracket-parenthesis	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	406	works/tirumbippaar/scenes/scene-28.md	20	குமுதா: அதானே/ (வெட்கமுடன்)	குமுதா: அதானே! (வெட்கமுடன்)
297	whitespace-only	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	407	works/tirumbippaar/scenes/scene-28.md	22	பாண்டியன் : (கேமராவை வாங்கி) ம்... ஸ்டடி பிளீஸ்....	பாண்டியன்: (கேமராவை வாங்கி) ம்... ஸ்டடி பிளீஸ்....
299	whitespace-only	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	409	works/tirumbippaar/scenes/scene-28.md	26	பாண்டியன் : இது என்னா இது !	பாண்டியன்: இது என்னா இது!
301	whitespace-only	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	411	works/tirumbippaar/scenes/scene-28.md	30	பூமாலை : ஏங்கண்ணு!	பூமாலை: ஏங்கண்ணு!
305	whitespace-only	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	415	works/tirumbippaar/scenes/scene-28.md	38	குமுதா: போ சின்னம்மா! (சிணுங்கியபடி கேமராவை வாங்கிக்கொண்டு) சரி சின்னம்மா ! நீங்க ரெண்டுபேரும் நில்லுங்க நான் எடுக்கிறேன். (களங்கமில்லாமல்)	குமுதா: போ சின்னம்மா! (சிணுங்கியபடி கேமராவை வாங்கிக்கொண்டு) சரி சின்னம்மா! நீங்க ரெண்டுபேரும் நில்லுங்க நான் எடுக்கிறேன். (களங்கமில்லாமல்)
306	whitespace-only	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	416	works/tirumbippaar/scenes/scene-28.md	40	பூமாலை : நானா.	பூமாலை: நானா.
307	whitespace-only	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	417	works/tirumbippaar/scenes/scene-28.md	42	குமுதா : போய் நில்லு சின்னம்மா!	குமுதா: போய் நில்லு சின்னம்மா!
310	quote-dash-glyph	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	420	works/tirumbippaar/scenes/scene-28.md	48	(குண்டுமணியின் சந்தோஷ கூச்சல்- குமுதா நடுங்கியபடி கேமராவைக் கீழே போட்டுவிடுகிறாள்)	(குண்டுமணியின் சந்தோஷ கூச்சல்—குமுதா நடுங்கியபடி கேமராவைக் கீழே போட்டுவிடுகிறாள்)
311	whitespace-only	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	421	works/tirumbippaar/scenes/scene-28.md	50	பூமாலை : ஏ...என்ன... என்ன?	பூமாலை: ஏ...என்ன... என்ன?
312	whitespace-only	33	25	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	422	works/tirumbippaar/scenes/scene-28.md	52	குண்டுமணி : (பேப்பரைக் காட்டி) குமுதாம்மா பாஸ் ! பாஸ் ! பாஸ்!	குண்டுமணி: (பேப்பரைக் காட்டி) குமுதாம்மா பாஸ்! பாஸ்! பாஸ்!
314	whitespace-only	34	26	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	427	works/tirumbippaar/scenes/scene-28.md	58	பூமாலை : பாஸ் ! குமுதா நீ கெட்டிக்காரி!	பூமாலை: பாஸ்! குமுதா நீ கெட்டிக்காரி!
316	whitespace-only	34	26	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	429	works/tirumbippaar/scenes/scene-28.md	62	பாண்டியன் : குமுதா கங்ராஜுலேஷன்ஸ்...	பாண்டியன்: குமுதா கங்ராஜுலேஷன்ஸ்...
318	whitespace-only	34	26	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	431	works/tirumbippaar/scenes/scene-28.md	66	குண்டுமணி : (பத்திரிகையைக் காட்டி) இந்த பாருங்க நம்பரு. பதினாறு இருபத்தினாலு..	குண்டுமணி: (பத்திரிகையைக் காட்டி) இந்த பாருங்க நம்பரு. பதினாறு இருபத்தினாலு..
321	whitespace-only	34	26	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	434	works/tirumbippaar/scenes/scene-28.md	72	குண்டுமணி : பொருத்தமான நம்பருதான்.	குண்டுமணி: பொருத்தமான நம்பருதான்.
322	whitespace-only	34	26	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	435	works/tirumbippaar/scenes/scene-28.md	74	பூமாலை : (அதட்டல்) ஏய்....சும்மா இரு ...	பூமாலை: (அதட்டல்) ஏய்....சும்மா இரு ...
323	whitespace-only	34	26	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	436	works/tirumbippaar/scenes/scene-28.md	76	குண்டுமணி : இல்லிங்க.குமுதாம்மா எண்ணும் பதினாறு வயசா மார்க்கண்டி மாதிரி இருக்கணுங்கிறேன்.	குண்டுமணி: இல்லிங்க. குமுதாம்மா எண்ணும் பதினாறு வயசா மார்க்கண்டி மாதிரி இருக்கணுங்கிறேன்.
325	whitespace-only	34	26	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	438	works/tirumbippaar/scenes/scene-28.md	80	பூமாலை : அப்ப ஊருக்குப் புறப்படலாமா!	பூமாலை: அப்ப ஊருக்குப் புறப்படலாமா!
326	whitespace-only	34	26	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	439	works/tirumbippaar/scenes/scene-28.md	82	குமுதா : அவர்...	குமுதா: அவர்...
327	whitespace-only	34	26	28	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	440	works/tirumbippaar/scenes/scene-28.md	84	குண்டுமணி : அவரைப்பத்தி நீங்க கவலைப்படவேண்டீதில்லைம்மா. இனிமே நம்ப விரட்டினாகூட அவர் நம்பளைவிட்டுப் போமாட்டாரு !	குண்டுமணி: அவரைப்பத்தி நீங்க கவலைப்படவேண்டீதில்லைம்மா. இனிமே நம்ப விரட்டினாகூட அவர் நம்பளைவிட்டுப் போமாட்டாரு!
329	whitespace-only	34	26	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	446	works/tirumbippaar/scenes/scene-29.md	8	கருடன் : வாப்பா ! இரண்டு மூணு வாரமா ஏக ஜாலியா இருந்திருக்கும் life ..	கருடன்: வாப்பா! இரண்டு மூணு வாரமா ஏக ஜாலியா இருந்திருக்கும் life ..
330	whitespace-only	34	26	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	447	works/tirumbippaar/scenes/scene-29.md	10	பரந்தாமன் : பாவம்... சென்னையிலே குடும்பம் அமைத்து என்னை சம்சார சிறையிலே போடலாமென்று துடித்தாள் பாமா... எங்கே போனாளோ என்ன ஆனாளோ!....	பரந்தாமன்: பாவம்... சென்னையிலே குடும்பம் அமைத்து என்னை சம்சார சிறையிலே போடலாமென்று துடித்தாள் பாமா... எங்கே போனாளோ என்ன ஆனாளோ!....
331	whitespace-only	35	27	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	451	works/tirumbippaar/scenes/scene-29.md	14	கருடன் : ம்... சம்சாரமாவது ஒண்ணாவது மனுஷன் free-யா இருக்கணும், என்னாட்டம். நமக்கு உதாரணமாகத்தானே கடவுள் படைத்திருக்கிறான், மலருக்கு மலர் தாவுகிற ......	கருடன்: ம்... சம்சாரமாவது ஒண்ணாவது மனுஷன் free-யா இருக்கணும், என்னாட்டம். நமக்கு உதாரணமாகத்தானே கடவுள் படைத்திருக்கிறான், மலருக்கு மலர் தாவுகிற......
333	whitespace-only	35	27	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	453	works/tirumbippaar/scenes/scene-29.md	18	கருடன் : டே...	கருடன்: டே...
335	whitespace-only	35	27	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	455	works/tirumbippaar/scenes/scene-29.md	22	கருடன் : கம்பர் மகன் அம்பிகாபதி! சும்மாயிருடா முந்திரிக்கொட்டை!	கருடன்: கம்பர் மகன் அம்பிகாபதி! சும்மாயிருடா முந்திரிக்கொட்டை!
339	whitespace-only	35	27	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	459	works/tirumbippaar/scenes/scene-29.md	34	பரந்தாமன் : என்னடா?	பரந்தாமன்: என்னடா?
341	whitespace-only	35	27	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	461	works/tirumbippaar/scenes/scene-29.md	38	கருடன்: நமக்காமில்ல நமக்கு ! இவரும் சேந்துக்கிறாரு விஷயத்தை சொல்லு கழுதை!	கருடன்: நமக்காமில்ல நமக்கு! இவரும் சேந்துக்கிறாரு விஷயத்தை சொல்லு கழுதை!
342	whitespace-only	35	27	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	462	works/tirumbippaar/scenes/scene-29.md	40	பையன் : மில் தொழிலாளிங்க சம்பள உயர்வுக்காக கிளர்ச்சி பண்றாங்க!...	பையன்: மில் தொழிலாளிங்க சம்பள உயர்வுக்காக கிளர்ச்சி பண்றாங்க!...
343	whitespace-only	35	27	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	463	works/tirumbippaar/scenes/scene-29.md	42	பரந்தாமன் : அப்படியா? அப்ப நமக்கு சம்பந்தமில்லை.	பரந்தாமன்: அப்படியா? அப்ப நமக்கு சம்பந்தமில்லை.
345	quote-dash-glyph	35	27	29	works/tirumbippaar/transcription/parts/part-02-pdf-14-35.md	465	works/tirumbippaar/scenes/scene-29.md	46	பரந்தாமன் : ஆமாம்.... இன்றைக்கே எழுத ஆரம்பிக்கிறேன். பெயர் என்ன வைக்கலாம் -புஸ்தகத்துக்கு... ஆங்...சரி.... பாட்டாளியின் குரல்.	பரந்தாமன்: ஆமாம்.... இன்றைக்கே எழுத ஆரம்பிக்கிறேன். பெயர் என்ன வைக்கலாம்—புஸ்தகத்துக்கு... ஆங்...சரி.... பாட்டாளியின் குரல்.
346	whitespace-only	36	28		works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	12	works/tirumbippaar/scenes/scene-29.md	50	கருடன் : சபாஷ்! பாட்டாளியின் குரல். என்ன மூளை! என்ன மூளை!	கருடன்: சபாஷ்! பாட்டாளியின் குரல். என்ன மூளை! என்ன மூளை!
347	whitespace-only	36	28		works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	13	works/tirumbippaar/scenes/scene-29.md	52	பையன் : முதல்ல என் குரலை கொஞ்சம் கவனிங்க!	பையன்: முதல்ல என் குரலை கொஞ்சம் கவனிங்க!
348	whitespace-only	36	28		works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	14	works/tirumbippaar/scenes/scene-29.md	54	பரந்தாமன் : என்னடா?	பரந்தாமன்: என்னடா?
350	whitespace-only	36	28		works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	16	works/tirumbippaar/scenes/scene-29.md	58	கருடன் : (கோபமாய்) டேய் ! மில் தொழிலாளிகளுக்காக புஸ்தகம் எழுதினா...	கருடன்: (கோபமாய்) டேய் ! மில் தொழிலாளிகளுக்காக புஸ்தகம் எழுதினா...
352	whitespace-only	36	28		works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	18	works/tirumbippaar/scenes/scene-29.md	62	கருடன் : பெரிய தொழிலாளி இவுரு ! பரந்தாமா! நீ எழுத ஆரம்பிச்சுடு ! லாபத்திலே உனக்கு கால், எனக்கு முக்கால்.	கருடன்: பெரிய தொழிலாளி இவுரு ! பரந்தாமா! நீ எழுத ஆரம்பிச்சுடு ! லாபத்திலே உனக்கு கால், எனக்கு முக்கால்.
354	whitespace-only	36	28		works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	20	works/tirumbippaar/scenes/scene-29.md	66	கருடன் : அறை ! (அறைதல்)	கருடன்: அறை ! (அறைதல்)
356	bracket-parenthesis	36	28	30	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	24	works/tirumbippaar/scenes/scene-30.md	8	(பாமாவின் தந்தை குணரத்னம் பூமாலையிடம் தன் மகளைப்பற்றி வருத்தமுடன் கூறிக்கொண்டிருக்கிறார்]	[பாமாவின் தந்தை குணரத்னம் பூமாலையிடம் தன் மகளைப்பற்றி வருத்தமுடன் கூறிக்கொண்டிருக்கிறார்]
357	whitespace-only	36	28	30	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	25	works/tirumbippaar/scenes/scene-30.md	10	குணரத்னம் : அவள் மாத்திரமா போனாள்.வீட்டை அடமானம் வச்சு, செஞ்சுப்போட்ட ஆயிரம் ரூபாய் நகையோடவும் போய்ட்டா!	குணரத்னம்: அவள் மாத்திரமா போனாள்.வீட்டை அடமானம் வச்சு, செஞ்சுப்போட்ட ஆயிரம் ரூபாய் நகையோடவும் போய்ட்டா!
359	whitespace-only	36	28	30	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	27	works/tirumbippaar/scenes/scene-30.md	14	குணரத்னம் : (அதை வாங்கி) ஏன்? இதை நான் யாருக்குப் போட்டு அழகு பார்க்கப் போகிறேன். நீயே வச்சுக்க. (கீழே போட்டுவிட்டு) எனக்குத் துரோகம் பண்ணுனவுங்க தொலைஞ்சு போய்டுவாங்க !...	குணரத்னம்: (அதை வாங்கி) ஏன்? இதை நான் யாருக்குப் போட்டு அழகு பார்க்கப் போகிறேன். நீயே வச்சுக்க. (கீழே போட்டுவிட்டு) எனக்குத் துரோகம் பண்ணுனவுங்க தொலைஞ்சு போய்டுவாங்க !...
363	whitespace-only	37	29	30	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	34	works/tirumbippaar/scenes/scene-30.md	24	பரந்தாமன் : ஏன் இப்படிக் கீழே கிடக்கிறது. (எடுக்கிறான்) எல்லாம் பொன்னகைதானே?	பரந்தாமன்: ஏன் இப்படிக் கீழே கிடக்கிறது. (எடுக்கிறான்) எல்லாம் பொன்னகைதானே?
